Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Euros
2021,7,Horta-Guinardó,37,el Carmel,61,16806.71
2021,7,Horta-Guinardó,37,el Carmel,62,16770.45
2021,7,Horta-Guinardó,37,el Carmel,63,14292.38
2021,7,Horta-Guinardó,37,el Carmel,64,14940.9
2021,7,Horta-Guinardó,37,el Carmel,65,13660.3
2021,7,Horta-Guinardó,37,el Carmel,66,14596.81
2021,7,Horta-Guinardó,37,el Carmel,67,14524.79
2021,7,Horta-Guinardó,37,el Carmel,68,14017.57
2021,7,Horta-Guinardó,37,el Carmel,69,14806.9
2021,7,Horta-Guinardó,37,el Carmel,70,14646.36
2021,7,Horta-Guinardó,37,el Carmel,71,17825.94
2021,7,Horta-Guinardó,37,el Carmel,72,16916.85
2021,7,Horta-Guinardó,37,el Carmel,73,15143.38
2021,7,Horta-Guinardó,37,el Carmel,74,16152.93
2021,7,Horta-Guinardó,37,el Carmel,75,15148.57
2021,7,Horta-Guinardó,37,el Carmel,76,15441.38
2021,7,Horta-Guinardó,37,el Carmel,77,15672.24
2021,7,Horta-Guinardó,37,el Carmel,78,15079.35
2021,7,Horta-Guinardó,37,el Carmel,79,15478.31
2021,7,Horta-Guinardó,37,el Carmel,80,16704.32
2021,7,Horta-Guinardó,38,la Teixonera,81,17907.1
2021,7,Horta-Guinardó,38,la Teixonera,82,16535.05
2021,7,Horta-Guinardó,38,la Teixonera,83,16306.97
2021,7,Horta-Guinardó,38,la Teixonera,84,16796.52
2021,7,Horta-Guinardó,38,la Teixonera,85,17092.53
2021,7,Horta-Guinardó,38,la Teixonera,86,16398.63
2021,7,Horta-Guinardó,38,la Teixonera,87,17408.04
2021,7,Horta-Guinardó,38,la Teixonera,88,17153.31
2021,7,Horta-Guinardó,39,Sant Genís dels Agudells,89,20673.04
2021,7,Horta-Guinardó,39,Sant Genís dels Agudells,90,17878.42
2021,7,Horta-Guinardó,39,Sant Genís dels Agudells,91,17809.23
2021,7,Horta-Guinardó,39,Sant Genís dels Agudells,92,14811.7
2021,7,Horta-Guinardó,39,Sant Genís dels Agudells,93,17875.34
2021,7,Horta-Guinardó,40,Montbau,94,19446.56
2021,7,Horta-Guinardó,40,Montbau,95,19904.23
2021,7,Horta-Guinardó,40,Montbau,96,18461.14
2021,7,Horta-Guinardó,40,Montbau,97,21685.66
2021,7,Horta-Guinardó,41,la Vall d'Hebron,98,23968.35
2021,7,Horta-Guinardó,41,la Vall d'Hebron,99,23843.66
2021,7,Horta-Guinardó,41,la Vall d'Hebron,100,20777.24
2021,7,Horta-Guinardó,41,la Vall d'Hebron,101,20550.96
2021,7,Horta-Guinardó,42,la Clota,102,20121.82
2021,7,Horta-Guinardó,43,Horta,103,18281.3
2021,7,Horta-Guinardó,43,Horta,104,17564.91
2021,7,Horta-Guinardó,43,Horta,105,21751.81
2021,7,Horta-Guinardó,43,Horta,106,20194.28
2021,7,Horta-Guinardó,43,Horta,107,23410.79
2021,7,Horta-Guinardó,43,Horta,108,20540.66
2021,7,Horta-Guinardó,43,Horta,109,17308.09
2021,7,Horta-Guinardó,43,Horta,110,21309.16
2021,7,Horta-Guinardó,43,Horta,111,23633.99
2021,7,Horta-Guinardó,43,Horta,112,21337.09
2021,7,Horta-Guinardó,43,Horta,113,19306.8
2021,7,Horta-Guinardó,43,Horta,114,22932.28
2021,7,Horta-Guinardó,43,Horta,115,24491.37
2021,7,Horta-Guinardó,43,Horta,116,20831.74
2021,7,Horta-Guinardó,43,Horta,117,21335.74
2021,7,Horta-Guinardó,43,Horta,118,20651.98
2021,7,Horta-Guinardó,43,Horta,119,17979.94
2021,7,Horta-Guinardó,43,Horta,120,18545.6
2021,7,Horta-Guinardó,43,Horta,121,17319.99
2021,7,Horta-Guinardó,43,Horta,122,19229.73
2021,7,Horta-Guinardó,43,Horta,123,21685.83
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,1,19212.49
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,2,21167.21
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,3,18973.92
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,4,17516.21
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,5,19880.46
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,6,19260.46
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,7,20398.74
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8,19813.56
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,9,18499.21
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,10,21813.02
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,11,21337.98
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,12,20038.93
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,13,18686.72
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,14,19041.99
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,15,17189.52
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,16,18191.29
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,17,20718.95
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,18,19529.54
2021,8,Nou Barris,44,Vilapicina i la Torre Llobeta,19,17524.95
2021,8,Nou Barris,45,Porta,20,18475.89
2021,8,Nou Barris,45,Porta,21,19227.63
2021,8,Nou Barris,45,Porta,22,18853.13
2021,8,Nou Barris,45,Porta,23,17243.78
2021,8,Nou Barris,45,Porta,24,18281.29
2021,8,Nou Barris,45,Porta,25,16526.06
2021,8,Nou Barris,45,Porta,26,18952.12
2021,8,Nou Barris,45,Porta,27,20291.21
2021,8,Nou Barris,45,Porta,28,17317.97
2021,8,Nou Barris,45,Porta,29,15483.77
2021,8,Nou Barris,45,Porta,30,17010.67
2021,8,Nou Barris,45,Porta,31,18125.41
2021,8,Nou Barris,45,Porta,32,17925.71
2021,8,Nou Barris,45,Porta,33,12367.8
2021,8,Nou Barris,45,Porta,34,14419.95
2021,8,Nou Barris,45,Porta,35,17761.46
2021,8,Nou Barris,45,Porta,36,14326.19
2021,8,Nou Barris,45,Porta,37,16448.78
2021,8,Nou Barris,46,el Turó de la Peira,38,15085.15
2021,8,Nou Barris,46,el Turó de la Peira,39,16073.83
2021,8,Nou Barris,46,el Turó de la Peira,40,13761.44
2021,8,Nou Barris,46,el Turó de la Peira,41,11295.89
2021,8,Nou Barris,46,el Turó de la Peira,42,18553.65
2021,8,Nou Barris,46,el Turó de la Peira,43,16614
2021,8,Nou Barris,46,el Turó de la Peira,44,13892.25
2021,8,Nou Barris,46,el Turó de la Peira,45,13869.35
2021,8,Nou Barris,46,el Turó de la Peira,46,15162.26
2021,8,Nou Barris,46,el Turó de la Peira,47,12544.13
2021,8,Nou Barris,47,Can Peguera,48,11586.28
2021,8,Nou Barris,47,Can Peguera,49,15069.39
2021,8,Nou Barris,48,la Guineueta,50,20920.95
2021,8,Nou Barris,48,la Guineueta,51,20718.03
2021,8,Nou Barris,48,la Guineueta,52,18456.32
2021,8,Nou Barris,48,la Guineueta,53,20177.02
2021,8,Nou Barris,48,la Guineueta,54,19184.47
2021,8,Nou Barris,48,la Guineueta,55,23370.53
2021,8,Nou Barris,48,la Guineueta,56,17197.48
2021,8,Nou Barris,48,la Guineueta,57,17591.41
2021,8,Nou Barris,48,la Guineueta,58,16550.41
2021,8,Nou Barris,48,la Guineueta,59,18306.81
2021,8,Nou Barris,49,Canyelles,60,19001.32
2021,8,Nou Barris,49,Canyelles,61,17114.15
2021,8,Nou Barris,49,Canyelles,62,18609.31
2021,8,Nou Barris,49,Canyelles,63,21344.17
2021,8,Nou Barris,49,Canyelles,64,16349.66
2021,8,Nou Barris,50,les Roquetes,65,12659.37
2021,8,Nou Barris,50,les Roquetes,66,11778.74
2021,8,Nou Barris,50,les Roquetes,67,14447.71
2021,8,Nou Barris,50,les Roquetes,68,12695.08
2021,8,Nou Barris,50,les Roquetes,69,13207.88
2021,8,Nou Barris,50,les Roquetes,70,12847.66
2021,8,Nou Barris,50,les Roquetes,71,13838
2021,8,Nou Barris,50,les Roquetes,72,15376.19
2021,8,Nou Barris,50,les Roquetes,73,12748.75
2021,8,Nou Barris,50,les Roquetes,74,12822.62
2021,8,Nou Barris,51,Verdun,75,15363.88
2021,8,Nou Barris,51,Verdun,76,15599.19
2021,8,Nou Barris,51,Verdun,77,12840.37
2021,8,Nou Barris,51,Verdun,78,13811.17
2021,8,Nou Barris,51,Verdun,79,13391.42
2021,8,Nou Barris,51,Verdun,80,14641.82
2021,8,Nou Barris,51,Verdun,81,13092.56
2021,8,Nou Barris,51,Verdun,82,15325.22
2021,8,Nou Barris,52,la Prosperitat,83,15615.87
2021,8,Nou Barris,52,la Prosperitat,84,16656.16
2021,8,Nou Barris,52,la Prosperitat,85,14890.14
2021,8,Nou Barris,52,la Prosperitat,86,16065.41
2021,8,Nou Barris,52,la Prosperitat,87,15682.13
2021,8,Nou Barris,52,la Prosperitat,88,16206.13
2021,8,Nou Barris,52,la Prosperitat,89,15543.4
2021,8,Nou Barris,52,la Prosperitat,90,16641.06
2021,8,Nou Barris,52,la Prosperitat,91,16155.12
2021,8,Nou Barris,52,la Prosperitat,92,16904.22
2021,8,Nou Barris,52,la Prosperitat,93,15996.06
2021,8,Nou Barris,52,la Prosperitat,94,16881.01
2021,8,Nou Barris,52,la Prosperitat,95,19570.57
2021,8,Nou Barris,52,la Prosperitat,96,16254.18
2021,8,Nou Barris,52,la Prosperitat,97,15610.06
2021,8,Nou Barris,52,la Prosperitat,98,14961.95
2021,8,Nou Barris,52,la Prosperitat,99,15513.06
2021,8,Nou Barris,52,la Prosperitat,100,15857.7
2021,8,Nou Barris,52,la Prosperitat,101,16451.3
2021,8,Nou Barris,52,la Prosperitat,102,13487.11
2021,8,Nou Barris,53,la Trinitat Nova,103,11643.77
2021,8,Nou Barris,53,la Trinitat Nova,104,13136.78
2021,8,Nou Barris,53,la Trinitat Nova,105,13200.64
2021,8,Nou Barris,53,la Trinitat Nova,106,12329.62
2021,8,Nou Barris,53,la Trinitat Nova,107,13341.67
2021,8,Nou Barris,54,Torre Baró,108,12560.64
2021,8,Nou Barris,54,Torre Baró,109,11705.27
2021,8,Nou Barris,55,Ciutat Meridiana,110,9754.81
2021,8,Nou Barris,55,Ciutat Meridiana,111,10808.88
2021,8,Nou Barris,55,Ciutat Meridiana,112,10930.87
2021,8,Nou Barris,55,Ciutat Meridiana,113,11042.85
2021,8,Nou Barris,55,Ciutat Meridiana,114,11641.12
2021,8,Nou Barris,55,Ciutat Meridiana,115,11461.92
2021,8,Nou Barris,56,Vallbona,116,12636.95
2021,8,Nou Barris,48,la Guineueta,215,20394.17
2021,9,Sant Andreu,57,la Trinitat Vella,1,10242.46
2021,9,Sant Andreu,57,la Trinitat Vella,2,11885.26
2021,9,Sant Andreu,57,la Trinitat Vella,3,11849.72
2021,9,Sant Andreu,57,la Trinitat Vella,4,12796.8
2021,9,Sant Andreu,57,la Trinitat Vella,5,16648.42
2021,9,Sant Andreu,58,Baró de Viver,6,13168.66
2021,9,Sant Andreu,58,Baró de Viver,7,11917.29
2021,9,Sant Andreu,59,el Bon Pastor,8,25076.63
2021,9,Sant Andreu,59,el Bon Pastor,9,18537.25
2021,9,Sant Andreu,59,el Bon Pastor,10,16094.93
2021,9,Sant Andreu,59,el Bon Pastor,11,13646.83
2021,9,Sant Andreu,59,el Bon Pastor,13,11827.97
2021,9,Sant Andreu,59,el Bon Pastor,14,13844.15
2021,9,Sant Andreu,59,el Bon Pastor,15,13719.56
2021,9,Sant Andreu,60,Sant Andreu,16,20541.2
2021,9,Sant Andreu,60,Sant Andreu,17,20564.37
2021,9,Sant Andreu,60,Sant Andreu,18,20593.96
2021,9,Sant Andreu,60,Sant Andreu,19,22284.13
2021,9,Sant Andreu,60,Sant Andreu,20,21929.76
2021,9,Sant Andreu,60,Sant Andreu,21,22326.58
2021,9,Sant Andreu,60,Sant Andreu,22,23043.79
2021,9,Sant Andreu,60,Sant Andreu,23,22765.63
2021,9,Sant Andreu,60,Sant Andreu,24,21756.02
2021,9,Sant Andreu,60,Sant Andreu,25,22833.31
2021,9,Sant Andreu,60,Sant Andreu,26,22876.87
2021,9,Sant Andreu,60,Sant Andreu,27,22391.67
2021,9,Sant Andreu,60,Sant Andreu,28,24938.3
2021,9,Sant Andreu,60,Sant Andreu,29,19916.13
2021,9,Sant Andreu,60,Sant Andreu,30,22874.31
2021,9,Sant Andreu,60,Sant Andreu,31,22800.25
2021,9,Sant Andreu,60,Sant Andreu,32,17337.29
2021,9,Sant Andreu,60,Sant Andreu,33,20061.98
2021,9,Sant Andreu,60,Sant Andreu,34,17815.14
2021,9,Sant Andreu,60,Sant Andreu,35,19895.87
2021,9,Sant Andreu,60,Sant Andreu,36,21400.8
2021,9,Sant Andreu,60,Sant Andreu,37,17072.49
2021,9,Sant Andreu,60,Sant Andreu,38,22155.22
2021,9,Sant Andreu,60,Sant Andreu,39,21218.84
2021,9,Sant Andreu,60,Sant Andreu,40,22742.3
2021,9,Sant Andreu,60,Sant Andreu,41,20242.53
2021,9,Sant Andreu,60,Sant Andreu,42,23265.41
2021,9,Sant Andreu,60,Sant Andreu,43,19529
2021,9,Sant Andreu,60,Sant Andreu,44,21483.31
2021,9,Sant Andreu,60,Sant Andreu,45,21798.98
2021,9,Sant Andreu,60,Sant Andreu,46,23096.91
2021,9,Sant Andreu,60,Sant Andreu,47,23050.52
2021,9,Sant Andreu,60,Sant Andreu,48,20754.53
2021,9,Sant Andreu,60,Sant Andreu,49,19471.71
2021,9,Sant Andreu,60,Sant Andreu,50,22428.8
2021,9,Sant Andreu,60,Sant Andreu,51,22243.85
2021,9,Sant Andreu,60,Sant Andreu,52,20973.8
2021,9,Sant Andreu,60,Sant Andreu,53,22864.99
2021,9,Sant Andreu,60,Sant Andreu,54,22266.47
2021,9,Sant Andreu,61,la Sagrera,55,16820.72
2021,9,Sant Andreu,61,la Sagrera,56,20889.65
2021,9,Sant Andreu,61,la Sagrera,57,18432.68
2021,9,Sant Andreu,61,la Sagrera,58,21329.01
2021,9,Sant Andreu,61,la Sagrera,59,20217.22
2021,9,Sant Andreu,61,la Sagrera,60,19857.07
2021,9,Sant Andreu,61,la Sagrera,61,23335.92
2021,9,Sant Andreu,61,la Sagrera,62,21022.11
2021,9,Sant Andreu,61,la Sagrera,63,23131.03
2021,9,Sant Andreu,61,la Sagrera,64,21467.02
2021,9,Sant Andreu,61,la Sagrera,65,19235.44
2021,9,Sant Andreu,61,la Sagrera,66,22391.17
2021,9,Sant Andreu,61,la Sagrera,67,18331.69
2021,9,Sant Andreu,61,la Sagrera,68,21253.57
2021,9,Sant Andreu,61,la Sagrera,69,20127.15
2021,9,Sant Andreu,61,la Sagrera,70,15090.42
2021,9,Sant Andreu,61,la Sagrera,71,18334.29
2021,9,Sant Andreu,61,la Sagrera,72,16358.53
2021,9,Sant Andreu,61,la Sagrera,73,20988.73
2021,9,Sant Andreu,62,el Congrés i els Indians,74,19201.9
2021,9,Sant Andreu,62,el Congrés i els Indians,75,18883.34
2021,9,Sant Andreu,62,el Congrés i els Indians,76,19149.37
2021,9,Sant Andreu,62,el Congrés i els Indians,77,20181.83
2021,9,Sant Andreu,62,el Congrés i els Indians,78,19841
2021,9,Sant Andreu,62,el Congrés i els Indians,79,21333.84
2021,9,Sant Andreu,62,el Congrés i els Indians,80,20181.83
2021,9,Sant Andreu,62,el Congrés i els Indians,81,20239.75
2021,9,Sant Andreu,62,el Congrés i els Indians,82,20634.65
2021,9,Sant Andreu,63,Navas,83,20882.88
2021,9,Sant Andreu,63,Navas,84,22304.05
2021,9,Sant Andreu,63,Navas,85,20789.87
2021,9,Sant Andreu,63,Navas,86,20196.32
2021,9,Sant Andreu,63,Navas,87,21222.92
2021,9,Sant Andreu,63,Navas,88,18406.05
2021,9,Sant Andreu,63,Navas,89,19173.53
2021,9,Sant Andreu,63,Navas,90,18861.94
2021,9,Sant Andreu,63,Navas,91,20289.43
2021,9,Sant Andreu,63,Navas,92,20656.6
2021,9,Sant Andreu,63,Navas,93,20339.32
2021,9,Sant Andreu,63,Navas,94,20830.62
2021,9,Sant Andreu,63,Navas,95,20950.04
2021,9,Sant Andreu,61,la Sagrera,156,18693.04
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,1,18680.16
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,2,20058.57
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,3,20067.62
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,4,20433.84
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,5,20774.65
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,6,22193.12
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,7,26931.88
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,8,21196.18
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,9,21748.68
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,10,20102.82
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,11,22862
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,12,22395.79
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,13,20770.9
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,14,19650.22
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,15,20582.97
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,16,22257.86
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,17,20686.08
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,18,20454.03
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,19,21159.45
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,20,18751.98
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,21,19329.03
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,22,20722.52
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,23,19394.35
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,24,21682.1
2021,10,Sant Martí,64,el Camp de l'Arpa del Clot,25,19741.09
2021,10,Sant Martí,65,el Clot,26,21933.69
2021,10,Sant Martí,65,el Clot,27,21733.95
2021,10,Sant Martí,65,el Clot,28,20504.72
2021,10,Sant Martí,65,el Clot,29,19379.78
2021,10,Sant Martí,65,el Clot,30,20287.49
2021,10,Sant Martí,65,el Clot,31,20967.86
2021,10,Sant Martí,65,el Clot,32,21534.6
2021,10,Sant Martí,65,el Clot,33,24079.78
2021,10,Sant Martí,65,el Clot,34,19733.71
2021,10,Sant Martí,65,el Clot,35,23056.97
2021,10,Sant Martí,65,el Clot,36,24034.98
2021,10,Sant Martí,65,el Clot,37,15855.63
2021,10,Sant Martí,65,el Clot,38,23546.25
2021,10,Sant Martí,65,el Clot,39,19544.97
2021,10,Sant Martí,65,el Clot,40,20104.8
2021,10,Sant Martí,65,el Clot,41,21031.73
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,42,19136.18
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,43,19147.26
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,44,21708.17
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,45,23319.13
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,46,23486.37
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,47,22790.69
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,48,23885.47
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,49,22249.49
2021,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,50,23114.31
2021,10,Sant Martí,67,la Vila Olímpica del Poblenou,51,23725.43
2021,10,Sant Martí,67,la Vila Olímpica del Poblenou,52,30151.24
2021,10,Sant Martí,67,la Vila Olímpica del Poblenou,53,34171.95
2021,10,Sant Martí,67,la Vila Olímpica del Poblenou,54,28913.33
2021,10,Sant Martí,67,la Vila Olímpica del Poblenou,55,31922.04
2021,10,Sant Martí,68,el Poblenou,56,17267.56
2021,10,Sant Martí,68,el Poblenou,57,20462.18
2021,10,Sant Martí,68,el Poblenou,58,19963.69
2021,10,Sant Martí,68,el Poblenou,59,22882.24
2021,10,Sant Martí,68,el Poblenou,60,20480.11
2021,10,Sant Martí,68,el Poblenou,61,23015.08
2021,10,Sant Martí,68,el Poblenou,62,22374.49
2021,10,Sant Martí,68,el Poblenou,63,22068.44
2021,10,Sant Martí,68,el Poblenou,64,23365.98
2021,10,Sant Martí,68,el Poblenou,65,23720.54
2021,10,Sant Martí,68,el Poblenou,66,22914.57
2021,10,Sant Martí,68,el Poblenou,67,29049.53
2021,10,Sant Martí,68,el Poblenou,68,25036.86
2021,10,Sant Martí,68,el Poblenou,69,25526.36
2021,10,Sant Martí,68,el Poblenou,70,21295.97
2021,10,Sant Martí,68,el Poblenou,71,24097.86
2021,10,Sant Martí,68,el Poblenou,72,21600.93
2021,10,Sant Martí,68,el Poblenou,73,19781.55
2021,10,Sant Martí,68,el Poblenou,74,20627.94
2021,10,Sant Martí,68,el Poblenou,75,20227.58
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,76,24840.41
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,77,26367.35
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,78,27028.88
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,79,23188.86
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,80,28782.92
2021,10,Sant Martí,70,el Besòs i el Maresme,81,16071.49
2021,10,Sant Martí,70,el Besòs i el Maresme,82,9407.9
2021,10,Sant Martí,70,el Besòs i el Maresme,83,8503.23
2021,10,Sant Martí,70,el Besòs i el Maresme,84,11971.94
2021,10,Sant Martí,70,el Besòs i el Maresme,85,10733.12
2021,10,Sant Martí,70,el Besòs i el Maresme,86,12626.71
2021,10,Sant Martí,70,el Besòs i el Maresme,87,12794.37
2021,10,Sant Martí,70,el Besòs i el Maresme,88,17436.39
2021,10,Sant Martí,70,el Besòs i el Maresme,89,12899.39
2021,10,Sant Martí,70,el Besòs i el Maresme,90,14643.25
2021,10,Sant Martí,70,el Besòs i el Maresme,91,16426.98
2021,10,Sant Martí,70,el Besòs i el Maresme,92,18920.76
2021,10,Sant Martí,70,el Besòs i el Maresme,93,20263.61
2021,10,Sant Martí,71,Provençals del Poblenou,94,22223.78
2021,10,Sant Martí,71,Provençals del Poblenou,95,17905.84
2021,10,Sant Martí,71,Provençals del Poblenou,96,23289.93
2021,10,Sant Martí,71,Provençals del Poblenou,97,23475.81
2021,10,Sant Martí,71,Provençals del Poblenou,98,21958.34
2021,10,Sant Martí,71,Provençals del Poblenou,99,14795.48
2021,10,Sant Martí,71,Provençals del Poblenou,100,17646.86
2021,10,Sant Martí,71,Provençals del Poblenou,101,17330.55
2021,10,Sant Martí,71,Provençals del Poblenou,102,17268.2
2021,10,Sant Martí,71,Provençals del Poblenou,103,19019.66
2021,10,Sant Martí,71,Provençals del Poblenou,104,22493.64
2021,10,Sant Martí,72,Sant Martí de Provençals,105,20255.48
2021,10,Sant Martí,72,Sant Martí de Provençals,106,18942.93
2021,10,Sant Martí,72,Sant Martí de Provençals,107,23811.29
2021,10,Sant Martí,72,Sant Martí de Provençals,108,18996.6
2021,10,Sant Martí,72,Sant Martí de Provençals,109,17572.62
2021,10,Sant Martí,72,Sant Martí de Provençals,110,17626.6
2021,10,Sant Martí,72,Sant Martí de Provençals,111,18073.52
2021,10,Sant Martí,72,Sant Martí de Provençals,112,22212.77
2021,10,Sant Martí,72,Sant Martí de Provençals,113,18153.69
2021,10,Sant Martí,72,Sant Martí de Provençals,114,15745.68
2021,10,Sant Martí,72,Sant Martí de Provençals,115,16977.62
2021,10,Sant Martí,72,Sant Martí de Provençals,116,16292.58
2021,10,Sant Martí,72,Sant Martí de Provençals,117,17679.78
2021,10,Sant Martí,72,Sant Martí de Provençals,118,22426.26
2021,10,Sant Martí,72,Sant Martí de Provençals,119,16351.52
2021,10,Sant Martí,72,Sant Martí de Provençals,120,17528.96
2021,10,Sant Martí,72,Sant Martí de Provençals,121,16873.38
2021,10,Sant Martí,72,Sant Martí de Provençals,122,20944.64
2021,10,Sant Martí,73,la Verneda i la Pau,123,18706.27
2021,10,Sant Martí,73,la Verneda i la Pau,124,19469.61
2021,10,Sant Martí,73,la Verneda i la Pau,125,17476.94
2021,10,Sant Martí,73,la Verneda i la Pau,126,18774.7
2021,10,Sant Martí,73,la Verneda i la Pau,127,20224.23
2021,10,Sant Martí,73,la Verneda i la Pau,128,20031.76
2021,10,Sant Martí,73,la Verneda i la Pau,129,20139.94
2021,10,Sant Martí,73,la Verneda i la Pau,130,19057.14
2021,10,Sant Martí,73,la Verneda i la Pau,131,22313.94
2021,10,Sant Martí,73,la Verneda i la Pau,132,17098.28
2021,10,Sant Martí,73,la Verneda i la Pau,133,15894.83
2021,10,Sant Martí,73,la Verneda i la Pau,134,16558.88
2021,10,Sant Martí,73,la Verneda i la Pau,135,16975.01
2021,10,Sant Martí,73,la Verneda i la Pau,136,16856.55
2021,10,Sant Martí,73,la Verneda i la Pau,137,15186.96
2021,10,Sant Martí,73,la Verneda i la Pau,138,13573.75
2021,10,Sant Martí,73,la Verneda i la Pau,139,14401.48
2021,10,Sant Martí,73,la Verneda i la Pau,140,14616.58
2021,10,Sant Martí,73,la Verneda i la Pau,141,15144.69
2021,10,Sant Martí,73,la Verneda i la Pau,142,14154.76
2021,10,Sant Martí,73,la Verneda i la Pau,143,15817.99
2021,10,Sant Martí,65,el Clot,234,20005.69
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,235,17919.77
2021,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,236,18438.63
2021,10,Sant Martí,71,Provençals del Poblenou,237,16921.68
